text,label
Oh Amara bad ,3
eto bal bal koris ken?,0
binodon dila nati,3
Congratulations for 200k polaipain Allah bachai rakhok ,3
Mama akta piknik hoye jak,3
 na na bhai jindigiteo na..,3
 Vai tmr jonno amr khub kharap lagse,3
ahon to maipa deha lagbo tobe majha porjonto,3
kire shalar put,3
height jdi 3fit hoi tahole majha porjonto hoa lav ki,2
Lomba chul meye gula luiccha hoy,2
Amar Bal ta,0
Chule meyeder shoundorjo,3
bathroom e bal kat te kat te machine niche pore gese,0
Kon chul nicher na uporer,0
ho cini apa. Eita diya ki korba ,3
Nicher tolar na uporer chul?,0
Ai ta diye tomar chul katbe,3
"7 "" chilo but akn army cut ",3
ar Khlar smykoto tuku?,3
Tomar dhoner cheye boro,0
Egulo edit kora jai.. ,3
hmm onak age mapa silo,3
Vai first a onno kicu vabsilam ,3
beyadp ra tw onno kicui vabbe,3
Kono din mapi nai mepe dakhte hbe,3
Inchir gushti mari jongol porishkar rakhi,3
51 din chul kati na jaiga pai na,3
bit maira tule fel,3
Path khete jan okhane katen,3
dekbo na ratre jaiben torch loia ,3
Kon gola vai details e volle valo hoi ,3
Or nic theke buk porjontoh dukanor moto boro acche,0
Shutiye lal kore dibo nongrami ber kore dibo,3
Chuler kotha to jani na kintu baler ta jani,0
Tor nanir heda chutiya,0
Ami to already vabi ei sona,0
Taniya ki basay asche? Naki Chittagong University Debating Society tei ache?,3
Ken bhai apni musolmani koren nai?,0
Tania mane to amra jani underwear. To apner Tania kida?,3
ki hobe naki amar bhabi?,3
Bhai tore bichi para pathabo,0
Shala tor nunu nai tui ki katbi?,0
Hahaha...bikkhato jony sins Ar choto bai akhon nahidar jamai...sobai sune rakhen,0
hi allah biye korlam na baby koi pabo ,3
Vaii amago jhole..emne nahida koiya chillaitachen k ,3
Sumiya Sadia r din ses nahida r Bangladesh ,3
Tmr ager 3 ta gf je cilo oi gula koi gece ga?,3
"Tomar kotha bole lav ace tumi akta play boy,,,noakhalite giya o meyeder ke car dawwa na...",0
nahida hocche ek projatir nikristo prostitute.,0
hoo 18+ post..tumi to picchi,3
eshob kothai kan dite nei,3
meye hole misti khaoaio,3
Luicca ka k bole.. Apnk dekhle buja jay,0
ki Vai ki asb ha??? Prem ta ki dekhe sune kro nai??? Sobai to bacchar baba porichoy diteche,3
appi ei gola ki naojobillah.. Ammu janeh.. ,3
Taniya vabir din ses nahida vabir Bangladesh,3
amio bujhi nai apu...ore aktu bujhaite bolen,3
R a ara kara? kotheke ashe ara,3
biya korla daoyat dila na,3
Narkel gache dab... daber moddhe ata abr ki,3
"tkay bare sud, bhalobashai dudh",0
valo hoye jao abul valo hoye jao ar koyta ase tomar list a ,3
Ada pada lobon chada Ami apnar dadar dada,3
Ami tmr baicchar bap,3
narkel gache kola tui amar pola,3
ek bhai dilo gali nahida amar shali.,3
"Tara kharap khelei bad porse,,,r domestic e Valo khelle emnei bad porse......",3
Sabbir re nia rajniti korlo,3
vai abeg fele den...realty mene nin...apnar prio player j kew hote pare but they are not good enough and not consistent ,3
Amra ki sudu akhon k bamboo dimu akjon k ovinondon dimu?,3
" imrul, Anamul, sabbir dee je form tar cheye liton, soumya agaya ase ",3
Anisul Emon o kintu bhalo batting kore,3
Miraj ar t-20 record janen Mosaddek ar kotha nai ba bollam Taijul o t-20 valo khele na Imrul bijoy akta sujog pete pare,3
Ziaur Rahman tumi j 6666 marsila tar dos koi,3
Bangladesh kokhono bujbe na...,3
"Imrul,,,Sabbir,,,Bijoy tarao ek somoyer Lord....Miraj,,Mosaddek,,Taijul era T20 er player na..Oneday r test to khelei...",3
bhai mossadek to aro age boundary par korte parbena ,3
Ziaur Right brother apnakew dorkar c lo,3
Jara cricket na buje abegi kotha bole tarai esob bolte pare...,3
Eivabe sorasori bolte hobe r chup thakle hobe na brother,3
Papon k jigges koren..Soumya k nise j naki Difference i korte pare nh..R futwark to bad iii dilam..R take abar Test cricket e o ney Bangladesh,3
 tumi nije o valo maner batsman ,3
"Amra jodi shiktam, tahole in form ekta team asbe, ter agey diye coach r senior player der chuti ditam na. Desh ese practice start kortam.5 ta match khele jader break neya lage, tader theke kisu asa kora vul.",3
tader bitor ektu ohongkar chole asche....,3
"Ami 10 match khelte chai,valo na khelte parle fashi dete chaile,fashi mene nebo.",3
Rasell taklar pochondo na mone hoy team ta sesh bhai jan ar kono onuvoti kaj kore na harlei ki jitlei ki.,2
Jader name bolsen edr world ranking e obosthan kothai??? J 2 tak bad dise edr cheyeo kharap r slow player eigula.  Notun hard heater player lagbe esob durbol 90s er doshoker player er ekn r kono chance ni team e.,3
Emon o kharap na BPL e century ase ,3
Shuru hoise notun chodon notun player dorkar,0
khelar bal o bojhe nah j afif k bad dite bolche....,0
Liton k to mante parlam na bhai. Soumya bounci wicket e bhalo khele.but liton kono kajer ei na .na batting na fielding,3
Ei bar amra sob match win ,0
Ai list a tor nam ta miss korci vison,3
Khub kharap lagchea bar bar bad porchi... ,3
"Tohid eder theke onek valo khele... Hoyto t20 level er player na... But new der sujug din... Ora kintu apnader jonno u19 jite aschilo.... Ja bijoy, vimrul pare nai...",3
ai desh er ki hobe??? oviggo valo valo koto player ache..r notun der k nea para parri...oder vobissot ondhokar.,3
Joy to prform kortase oreo chance deya hok,3
Ei doder baccha deye kiso hobena 6fit+ player lagbe,2
Home e sobai valo korbe kom besi away te e joto problem,3
Bal orabe or,0
Tomader k gaja shebon kore mathe namate hobe,2
Desh er hogamara aro shara,0
Era abar kon abal,0
Dudh khawa polapan diye ki hobe?,2
"Sudhu eder doshta kno den bar bar,doler onno player ra kirom chudaite parse seta to valoi dekhchi",0
Aro somoy deya ucit tader,3
Tor chuto vai re ovinondon jana,3
Akono shomo hoi nai ader dole newa,3
Akbor ali k dole nei na ken chagol papon,2
T20 te Towhid Ridoy valo kichu korte parbe na....Take odi r test er jonno try kra jete pare..se stroke maker na...,3
ai desh er ki hobe??? oviggo valo valo koto player ache..r notun der k nea para parri...oder vobissot ondhokar,3
"Toder nanake shujug de...imrul k dite koshto hoy naki..sabbir,,,  anamul egulake dite ki hoy",3
Ai duijon Jodi 20+20=40 run dite pare tatei enough…,3
"Mominul Hoque, imrole sabbir.and asrful k dole ana hok",3
National Team er name change kore National League deya hok.,3
Imrul r Sabbir team e thaka proyojon.,3
Oder khela valo kore deksos koto sojog paise ,3
Oder performance bpl.domestic kothao Valo nai kivabe chance dibe ? Imrul odi player t20 avarage 8 what a joke,3
Emon hisab korle tur to sob players baad diya new team banate hobe.,3
Oi dui sala k yajibon bad doya hok,2
Eder future ta o kheye dibe BCB jemon Soumya Liton er obostha ekhon,3
Bal ta falay bo,0
Onk to holo purono der ktha.  Jader ktha bolsan tara onk sujog paisan r por kaje na lagaita  pairai bad porsan. So akhn sobaika ato sujog dite parle  notunder kisu sujog dite dos ki?,3
 Soyong apnio kom chance pan nai kaje lagaisan.? ,3
Paran nai so notun kichur suru notun der deai hok. Ora hoyto apnader chaite kharap krbe na ar jai kruk.,3
nagin dance dito je polada koi,3
abar oo   sagoler   baccha  niya  nasa nachi ...salara  manosh  hoiti na  tora,0
Ei chuto kato player diye hobe na,2
Age papon madarchod ta ke bad dite hobe.,0
Hedar Player na niye bhalo kaw k nen,0
Baje player sala,2
Vai ara asole tikar player na.... Mone hosse khub hungry,3
Lathi mar.. 2 tare.,2
U19 joy kothai? Se sob somoy dharabahik take dorkar,3
Dekha hobe mirpure ,3
Hridoy ar khela ami dakhaci o test odi valo khelba t20 ta na emon thikaca t20 ta,3
vlo kicu hbe asa rakchi,3
Shob kota ke ... change kora hok,3
Notun der na tene sabbir nasir asraful ader ke tana vlo,3
Tara dui jon bal chire bilaibe ekhon,0
"Liton, Souyma k ba nirdisto kauk bolir patha na baniye amra chai total team & management system tai change kora jate desh er Cricket ta durbar duronto hoy.",3
Sudani polader desh theke tariye dawa uchit,0
Bah . Dhekheo akta santi lage  shobai jodi tik amn vabe buzto r kono pblm taktona . R jader amther frnd vabi tadher mukhe malaun word ta sunte hoto na ,3
Hmm oita halo darmo,3
"Unnecessary comments. Ki saradin Allah er Allah. Kajkoro , uparjan koro. Monke Thanda koro. Nija ke proman kore. Tahole amara sabai Deb ba debi ba Allah ba chief of all religions",0
Bokachoda puro bissho toder muslim der terrorist hishebe jane,0
India Jodi saharjer hat na barie dito tahole dhormer kono chinno thakto na ai bd te,3
Indiar prodanmontiee to Muslim cilo maybe ,3
India sahajo korbay kanno sahajo thoo Allah korben,3
Akhon ar cole na jotoi bollen na keno,3
Eshob bal news dandi gula k bachai rakhbe,0
Gaja khaile ja hoy ar ki,2
Baler desh baler Bangladesh,2
Ora sob monafik er dol,3
Mosjid comiti kemon achoda,0
Toder dhorme juta mari,0
"ami bujtechina.khotay ki hoyecha ta na record kore  ki aisob mon volano video kortecha,",3
Khub joldi bangladesh name r kono desh thakbe na.,3
"Amar Bangladeshi bhai der gala,Gail sune ami khoob hotobak hoye gechi .Rabi Thakur,Nazrul er bhasay gaan, kobita lekhar desher manush gulor eto abhokoy ",3
Agulu bul Amader morsider Samone keno mondir hobe,0
Masallah Allah Tumi sob kicur malik,3
Just wait koro khela hobe Khela  hobe?? Kopale onek kosto ache   ,2
Sala jar jar dhormo se se manbe jara dhormer birodhee tader bicar cay,3
Ata tuk not Allah bole n area kino din Bondo Hobe na,3
Vai tomra ki chao hindu chere dik Bangladesh tader dhormo chere dik tai chao? Ak e jaygay mondir mosjid ase dekhe tomader ato rag?,3
Holud Shangbadik ar koto?,2
Ara manus ar koran somporkha jane islam somporke Jane ... Ar odar kotha boila to kono lav e nai..ara to muslim ar bujle  tora bujbi na keno.. Akhon to valo kotha  bollei koi dalal,3
Asol News tw deyna.sak dye mach dhakar chesta akta,3
Such aber chalunir er bichar kore.... Tora i koris amara kori na,3
Ktha blar hle real ktha bln...  Aslei ki atota   pasapasi aci amra??,3
Sob jaiger manuser ak rokom hoi na,3
Aey ta ki kore sombob,3
Hinduder Dalal,0
Bangladesh sara r koi dekhben..,3
"Hindu der ma naki ki jani boLe. Oisob dekhLei tw namaz ei hoy na,! TahoLe kivabe masjid er sathe mondhir dey manush?",0
Chup motherchod magi bessha ,0
Putki diya voira dimu togor ma kali re,0
Shala ihudir baccha,0
Hingshar madatdatake ber kara uchit. Tar par katha.,3
Koi galo somprti...sorkar sudhu mukhei bole... kintu aj proman hoiyea galo... banglades songkha laghuder surokha dite pare na....r somprtir name midiya propogonda chalai...ta poriskar hoiyea galo...,3
Hidu musolman jai hok,3
islamer geyan na thakle koto jahel hote pare manus ta boje aslo akhon,3
Alada alada kora tor ma k chudbo khankirpola,0
Dur ho Hefazot er baccha,0
Vai ar culkani suru hoye gece,3
Toder toh fashi deya dorkar,2
Hindu Muslim vai vai fine ammra shobai vai brathar ate aladar ki ache,3
Khankir pola tora shorker er dalal  Baler channel shob dalal ,0
Tahole bangladesh  a hindur sankha kome jachha keno ???????,3
Bangladesh a nastika vora gace akhono somay aca valo hoya ja nastiker baccha ra!,0
nastik to amrai lalon kore,0
Kom damer juta marom bainchod,0
Chutia Media,0
Ato jodi valo tahole kumli te mondir vaga holo keno,3
Aii gulo sob faltu kotha ...ora sob hindu dar upor torcher kora ,3
Khanker pola ra je ki suru korce ..Jodi Khale jaga Moto pay boyra dimu ...,0
kichu bolar nai...dakha kichu bujar chasta korun ,3
Baler bangladesh aj theke ar sonar bangladesh bolis na.mirjafor er jat sob,2
Hegun er maire chude berai,0
Apnader jodi sob pujay dhol pitano thakto apnara ti korte.r ajan mike diye sunay karon sobie k mosjid a jete ahobaan janay.sobie jeno sunee.r apnara dhol pitan debi k sunate.debi banan mati diye taree je sunan se sunee?tar mukh a je khabar dhukan se khay?so torko korle onek tirko kora jay.karo dhomo niye kew bajee montobbo korben na.karo dormo k kew heyo korben na.apnara o korben na.,3
Apnar moto manushrai hindu muslim jogra gula bajai..vhai.....Amra puja kri oi time a ajan hoi mike a amra kichu boli nki,3
"Egulo sampriti naa encroachment, Nijei Koran mondope rekhe danga badiyechhe...ki ar bolbo? Ar ki asha kora jai eder kachhe?",0
Bangladeshi sab ghar utha ke Hindu mandir Puja,2
Hindu ra bhalo bhabe bujhe geche.....Durga devi ke darun apoman kara hayeche!,3
Durgapuja murti vangsur eigulo to volle na,3
Prodan montir fasi cai,2
Unfollow koren ei shob bokas news deowar chanel gula,3
Thik asa sob dos amrai ai jonnoi aj ai din dakha lagca,3
Kottar bacchara,0
Dekh aita. Amader modde o to amon tai chilo and ache. Ami jani na ai kaj ta ke korse. Jei korok tar bichar chai ,3
Quran er obomanona news koi? Baler shangbadik,2
Madharchod muslim bangladesh,0
Dhormo jar jar utsob tar tar,3
Mane bolte aesob lojja hoi sotti amra aesob kor6i amra prithibir shreshtho jib hoye chii manush dhikkar janai tumader mono vabna ke jodi vul hoye khoma onibarjo kintu seta bidroho ba ulto jobab die noi time thakte bujte sekho nahole dhonso kub sigiri....,3
Indian Tv Channel gula ki aisob news dekhe na?? Sudhu mittha news dekhai,2
Hindu Muslim der ei video ajke capture kore news korche ,3
Eto hangama cholche Hindu der opor Tao news portal hocche j sompritir desh ,3
Ar koto dhong Pakistani jat kono din e vlo Hobe na,2
Jogonno manosikota bangladeshider...Mone rakhben Iraq Syria... Emon kore hoyeche,2
Hayre shangbadik r koto hindu dalali korbi?,2
Toder news ar mare cudi atodin Kane Pani dele cili... r Akon astecos news cudaite madarchod,0
Midea to akhon kto Val dekabe.ja gate gese sekhaneo ak sate thako sobai.,3
pabnay to tai eirokom,3
Khankir bacchara,0
Mosjider pase keno mondir thakbe,0
Other ke jodi indiai daki na akdom lall kore debo,2
Qran er potibhad na niya hindu Muslim Bhedabed dekhay hayre banglar midia re ...,2
Ki bolbo vhsa khuje pai na shudhu ato tuku bolte chai j dhor jar jar ossob sobar ata vhul kotha dhormo o jar jar ossob o tar tar jodi dhormo jar ossob sobar hoto thahole pirithibite dhormo aktaie thakto ay video ta dekhe khub kharap lagche Muslim pujoy jay kivhabe ,3
Arai prokito hindu moslim,3
"Sompriti bojay rakha Valo thik ache kintu pasapasi 2 dhormer mosjid mondir rakhar dicission ta Sothik noy. Bishoy Ta matratirikto hoye jabe. Jar jar dhormer pobitrota rokkhay dorotto bojay rekhe mashjid nirman hok. Ami chai na akta masjid er pase hindu der mondir hok, Etee onk mosolli der namaz porte esee Oju vongo hobe bidhormi manus er mukh dekhle ba hotat chokh gele o oju vongo hobe r oju bihin namaz porle pap chara ponno kokhono e hobe na. Akjon muslim hisebe etaa e amar motamot....",3
Hay re. Apnara eto shanti koi paitesen.apander eto shabtir uthso ki????,3
Charo pashe ki baje obostha.er apni shanti e dekhen khali???kono news dekhchi na jeta shotto take tule dhorbe,3
Ugrrobadira kokhono kono dhormer hote pare na.tader ke dhorte sahajjo korun.,3
BD te jonmu neowa Tay bhul chilo ,2
Angry react deowa Manus gulo asoley amader k ginna kore.React e promanito,3
Eto shundor iphone niya ki je kore egula chatar matha,2
Dhur bara chele hoyeo video ta dkehe nilam,0
Tiring biring khelte chaile knock daw,0
Bhai eta cringe o na eta asta khaishta marka,0
"Vat khaite Hobe kno? Uthay 2 chamoch ""ghu"" e kha",2
Baal (chul) beiccha khao?,2
Pet bair hoia roise. Erokom botka vuri dekhaia ki fayeda?,2
Kintu afsos tomare keu 2 tk diya kinbo na apu,2
R bal koto te sell koro,2
Tahole ki darailo ...Baaal ar kg 4k tk,2
Tor nanir hedaa,0
Tui Gowa mara kha,0
Eishob suwor der jonno lalbag ghurte jaina,0
dendi fuke dat gulor 12 ta bajay dise,2
Tui ag e dath brush kor shala,2
shalar bandorer putkio er te shundor,2
Shala gay,0
faltu jat to tora nejer sistar ke bia koris chi lojja korena Negra jat,2
to durga Mar mokhe Amar don dokamo,0
okhane akta moulobadi muslim e Koran rekhecilo bkz moulobadi muslim ra mirjforer bangsodhar,0
Tor thikana de Tor durgha madarir chowder kolija koto boro..ar Jane bachi thakle India choli ja.,0
"tomake diye cricket hobe na, swimming try koro",2
Tumi ei bal e falaite parba khelte to paro na,0
Sob koytare dore chude dile valo hoto ,0
Aj biri khai na bole bow pelam na,3
condom company ke bolse ai boro koira condom bana ta na hole ai rokom condom paita great bainsod jormo nibe,0
dila to nunu khara koraia,0
"Dudu boro koro thik asce, pet ta to choto korbaa ",0
"Vai ore onik jala, Vai ora Lagan jaibo",0
Handal marta marta sas hoia gace ,0
Pet a corbi beshi hoiya gesay,2
Amn chegaiya begaiya boissa pic tuilla lav ki Heda,2
International behaiya meye akta,2
Majkhan diya dhukay daw ,0
kira magi dud keday boro korse,0
bandor ke joto sajao bandor er moto e lagbe,2
ei maadarsod re dekhle meye dekhar issa cola jay,2
Bainchid videota vlo hoini motherchod,0
Purai protibondi petni vutni,2
Castagnini  Allah hefazot koro Allah,3
Edi bujhi news foinni hala,2
bhai eigula ki hoiche amar der deshe ,3
Mondir venge fala hok malaun der,0
Rakhun .. apnader pm o bujhte parche ki baje apnader sathe o amra indian ra korbo ...,2
Tomader mukhe ei sob manai na,3
Onek boro baje kaj koreche bangla desira,3
ASOL NEWS DHAKAR CHESTA,3
Jar maa randi tar jonno Hindu murti haram ,0
Eita kuni kotha.. Moshjid er pashe mondir thakle namaj kmne pore,0
Khub valo laglo je apnara akshathe shantite bosobash korchen kintu dekhben karor jeno nojor na lage keno na jora lagte shomoy lage kintu bhangte shomoy lagena ishwar o allah apnader rokha koruk,3
Dur pore hindu sesh,0
Muslim sate Koro dusto mugor rakho moddhoso .salara Mirjafor..,0
Eso natak Hindu ra sob dhormo soman boley kintu onnora seta boluk tobei to sampriti ..manus ke boka banaben naa,3
"Agulu tik na becuse murti puja ba hindu der murti dekhle ebadot hobe na al hadish.... R sonar bangla des na,, saoar bangladesh ci ci..",2
toi kuttar bacha,0
K re vai dekhe to afnare mone hoy ,3
tor to jonmare thik nai kutta,0
ooi jauharor  baccha  Gali des  keno  hmm,0
Tomra bangladesh hinduder ottachar  korbe india manusra ra chup kore bose thakbe na marer bodla mar hobe jane rakho valo kore.,3
Amader choto bela thake sob dhormo k somman korar jonno sekhano hoy amra jara hindu ai khrap kaj  kono din korte pari na,3
Hinduder ma durga sathe j achoron korechen khomar ojogo apnara,3
"K ba kara Quran rklo seta na ber kore agei 12ta mondir vanga holo, r bola hosse sundor vabe puja palon hosse.",3
Ei shob boley ar ki hobey?Hakikat to shamney ashchey.Minorities are in hell. Only God can save them from the communal trap.,3
Akahane angry react Kno diche setai bujlam na!!!!,3
Tor media r mayre cudi,2
dekhe valo laglo Hindu muslim vai vai.,3
"Mal kha..manush ho..,",2
Bangladeshi Hindu ra ki safe?,3
Ai video diye ki bojano hoice,3
Media je kahini korte pare sobay jane.ato kisu houar por akon tara valo dekhasse.,3
Munder Bora debo akbare,2
Hindu re purai marbo,0
Madarchud ghore huga mara dorkar,0
Bal ar sompriti sob bara natok,0
ar koto je natok dekhte hobe Allah jane ,3
Sala ra sotti kota pochar korta coday khasse.,0
Kankir Chala gula ka kalia jala poran hinduder upor otachar man bo na.,0
dekho tomar dormer lokera ki bole na jaina kotha boilo na manus boka choda vab be,0
